<trait>;Environment;YLD_HN;PHT_HN;ASI_HN;ANT_HN;SLK_HN;YLD_LN;PHT_LN;ASI_LN;ANT_LN;SIL_LN;YLD_DIFF
BGEM-0211-N;Perse_Nashua2015;5.22;242.29;NA;NA;NA;3.04;233.96;NA;NA;NA;2.18
BGEM-0213-S;Perse_Nashua2015;6.93;269.21;NA;NA;NA;4.05;246.61;NA;NA;NA;2.87
BGEM-0215-N;Perse_Nashua2015;5.43;257.99;NA;NA;NA;3.72;240.29;NA;NA;NA;1.71
BGEM-0216-N;Perse_Nashua2015;4.08;213.12;NA;NA;NA;2.46;210.77;NA;NA;NA;1.62
BGEM-0218-S;Perse_Nashua2015;3.04;235.56;NA;NA;NA;2.74;227.64;NA;NA;NA;0.3
BGEM-0221-S;Perse_Nashua2015;6.47;242.29;NA;NA;NA;4.21;240.29;NA;NA;NA;2.26
BGEM-0222-S;Perse_Nashua2015;5.37;246.77;NA;NA;NA;4.43;223.42;NA;NA;NA;0.94
BGEM-0223-N;Perse_Nashua2015;1.97;228.83;NA;NA;NA;1.32;187.58;NA;NA;NA;0.65
BGEM-0224-N;Perse_Nashua2015;1.42;195.18;NA;NA;NA;1.3;185.47;NA;NA;NA;0.12
BGEM-0225-N;Perse_Nashua2015;1.38;228.83;NA;NA;NA;1.41;223.42;NA;NA;NA;-0.03
BGEM-0226-S;Perse_Nashua2015;6.21;237.8;NA;NA;NA;5.08;244.51;NA;NA;NA;1.14
BGEM-0227-N;Perse_Nashua2015;4.17;219.85;NA;NA;NA;3.15;208.66;NA;NA;NA;1.02
BGEM-0228-N;Perse_Nashua2015;5.03;237.8;NA;NA;NA;3.1;233.96;NA;NA;NA;1.92
BGEM-0233-S;Perse_Nashua2015;6.15;266.96;NA;NA;NA;3.87;248.72;NA;NA;NA;2.28
BGEM-0235-N;Perse_Nashua2015;5.46;244.53;NA;NA;NA;3.25;212.88;NA;NA;NA;2.21
BGEM-0236-S;Perse_Nashua2015;5.9;257.99;NA;NA;NA;3.35;232.7;NA;NA;NA;2.55
BGEM-0237-N;Perse_Nashua2015;2.47;251.26;NA;NA;NA;1.7;244.51;NA;NA;NA;0.77
BGEM-0239-N;Perse_Nashua2015;5.68;249.02;NA;NA;NA;2.51;233.96;NA;NA;NA;3.17
BGEM-0240-N;Perse_Nashua2015;3.81;237.8;NA;NA;NA;3.55;212.88;NA;NA;NA;0.26
BGEM-0242-N;Perse_Nashua2015;3.14;206.39;NA;NA;NA;2.87;196.01;NA;NA;NA;0.27
BGEM-0243-S;Perse_Nashua2015;6.26;251.26;NA;NA;NA;4.54;240.29;NA;NA;NA;1.72
BGEM-0244-S;Perse_Nashua2015;6.01;246.77;NA;NA;NA;3.85;233.96;NA;NA;NA;2.16
BGEM-0246-N;Perse_Nashua2015;3.4;235.56;NA;NA;NA;2.48;227.64;NA;NA;NA;0.92
BGEM-0247-N;Perse_Nashua2015;1.9;213.12;NA;NA;NA;1.49;206.55;NA;NA;NA;0.41
BGEM-0248-N;Perse_Nashua2015;2.98;260.23;NA;NA;NA;2.68;259.27;NA;NA;NA;0.3
BGEM-0250-S;Perse_Nashua2015;5.28;287.15;NA;NA;NA;3.54;265.59;NA;NA;NA;1.73
BGEM-0252-S;Perse_Nashua2015;5.35;262.48;NA;NA;NA;3.35;242.4;NA;NA;NA;2.01
BGEM-0253-N;Perse_Nashua2015;2.03;222.1;NA;NA;NA;1.53;200.23;NA;NA;NA;0.5
BGEM-0254-S;Perse_Nashua2015;6.33;255.75;NA;NA;NA;4.26;240.29;NA;NA;NA;2.07
BGEM-0255-S;Perse_Nashua2015;4.31;253.5;NA;NA;NA;3.86;231.85;NA;NA;NA;0.45
BGEM-0256-N;Perse_Nashua2015;2.08;222.1;NA;NA;NA;3.04;223.42;NA;NA;NA;-0.95
BGEM-0257-S;Perse_Nashua2015;4.67;201.91;NA;NA;NA;1.78;200.23;NA;NA;NA;2.89
BGEM-0258-S;Perse_Nashua2015;3.44;219.85;NA;NA;NA;2.94;219.2;NA;NA;NA;0.5
BGEM-0259-N;Perse_Nashua2015;2.8;262.48;NA;NA;NA;2.12;244.51;NA;NA;NA;0.68
BGEM-0260-N;Perse_Nashua2015;4.29;262.48;NA;NA;NA;3.54;236.07;NA;NA;NA;0.74
BGEM-0261-S;Perse_Nashua2015;4.6;213.12;NA;NA;NA;3.23;210.77;NA;NA;NA;1.37
BGEM-0265-S;Perse_Nashua2015;3.98;226.58;NA;NA;NA;3.36;221.31;NA;NA;NA;0.62
BGEM-0266-S;Perse_Nashua2015;4.55;195.18;NA;NA;NA;2.35;186.31;NA;NA;NA;2.2
BGEM-0268-S;Perse_Nashua2015;2.15;269.21;NA;NA;NA;1.56;275.71;NA;NA;NA;0.58
BGEM-0269-S;Perse_Nashua2015;1.94;226.58;NA;NA;NA;1.29;212.88;NA;NA;NA;0.65
BGEM-0270-S;Perse_Nashua2015;2.62;246.77;NA;NA;NA;2.59;231.85;NA;NA;NA;0.03
PHB47;Perse_Nashua2015;6.93;242.29;NA;NA;NA;4.45;227.64;NA;NA;NA;2.48
PHZ51;Perse_Nashua2015;4.81;235.56;NA;NA;NA;2.55;217.09;NA;NA;NA;2.25
